parent_agency,acronym,name,presidential_year,final_rules,proposed_rules
federal-labor-relations-authority,FLRA,Federal Labor Relations Authority,2023,6,2
federal-labor-relations-authority,FLRA,Federal Labor Relations Authority,2024,2,1
federal-maritime-commission,FMC,Federal Maritime Commission,1995,7,5
federal-maritime-commission,FMC,Federal Maritime Commission,1996,11,7
federal-maritime-commission,FMC,Federal Maritime Commission,1997,7,0
federal-maritime-commission,FMC,Federal Maritime Commission,1998,3,11
federal-maritime-commission,FMC,Federal Maritime Commission,1999,13,2
federal-maritime-commission,FMC,Federal Maritime Commission,2000,5,2
federal-maritime-commission,FMC,Federal Maritime Commission,2001,2,2
federal-maritime-commission,FMC,Federal Maritime Commission,2002,2,5
federal-maritime-commission,FMC,Federal Maritime Commission,2003,1,5
federal-maritime-commission,FMC,Federal Maritime Commission,2004,4,4
federal-maritime-commission,FMC,Federal Maritime Commission,2005,6,2
federal-maritime-commission,FMC,Federal Maritime Commission,2006,0,0
federal-maritime-commission,FMC,Federal Maritime Commission,2007,3,1
federal-maritime-commission,FMC,Federal Maritime Commission,2008,0,0
federal-maritime-commission,FMC,Federal Maritime Commission,2009,3,3
federal-maritime-commission,FMC,Federal Maritime Commission,2010,1,3
federal-maritime-commission,FMC,Federal Maritime Commission,2011,4,6
federal-maritime-commission,FMC,Federal Maritime Commission,2012,5,3
federal-maritime-commission,FMC,Federal Maritime Commission,2013,3,3
federal-maritime-commission,FMC,Federal Maritime Commission,2014,6,2
federal-maritime-commission,FMC,Federal Maritime Commission,2015,6,1
federal-maritime-commission,FMC,Federal Maritime Commission,2016,7,7
federal-maritime-commission,FMC,Federal Maritime Commission,2017,4,2
federal-maritime-commission,FMC,Federal Maritime Commission,2018,3,3
federal-maritime-commission,FMC,Federal Maritime Commission,2019,5,6
federal-maritime-commission,FMC,Federal Maritime Commission,2020,7,3
federal-maritime-commission,FMC,Federal Maritime Commission,2021,3,3
federal-maritime-commission,FMC,Federal Maritime Commission,2022,3,7
federal-maritime-commission,FMC,Federal Maritime Commission,2023,6,1
federal-maritime-commission,FMC,Federal Maritime Commission,2024,6,2
federal-mediation-and-conciliation-service,FMCS,Federal Mediation and Conciliation Service,1995,1,0
federal-mediation-and-conciliation-service,FMCS,Federal Mediation and Conciliation Service,1996,0,0
federal-mediation-and-conciliation-service,FMCS,Federal Mediation and Conciliation Service,1997,3,3
federal-mediation-and-conciliation-service,FMCS,Federal Mediation and Conciliation Service,1998,0,0
federal-mediation-and-conciliation-service,FMCS,Federal Mediation and Conciliation Service,1999,0,1
federal-mediation-and-conciliation-service,FMCS,Federal Mediation and Conciliation Service,2000,0,0
federal-mediation-and-conciliation-service,FMCS,Federal Mediation and Conciliation Service,2001,0,1
federal-mediation-and-conciliation-service,FMCS,Federal Mediation and Conciliation Service,2002,0,1
federal-mediation-and-conciliation-service,FMCS,Federal Mediation and Conciliation Service,2003,2,1
federal-mediation-and-conciliation-service,FMCS,Federal Mediation and Conciliation Service,2004,0,0
federal-mediation-and-conciliation-service,FMCS,Federal Mediation and Conciliation Service,2005,1,2
federal-mediation-and-conciliation-service,FMCS,Federal Mediation and Conciliation Service,2006,0,0
federal-mediation-and-conciliation-service,FMCS,Federal Mediation and Conciliation Service,2007,0,2
federal-mediation-and-conciliation-service,FMCS,Federal Mediation and Conciliation Service,2008,0,1
federal-mediation-and-conciliation-service,FMCS,Federal Mediation and Conciliation Service,2009,0,0
federal-mediation-and-conciliation-service,FMCS,Federal Mediation and Conciliation Service,2010,1,0
federal-mediation-and-conciliation-service,FMCS,Federal Mediation and Conciliation Service,2011,0,0
federal-mediation-and-conciliation-service,FMCS,Federal Mediation and Conciliation Service,2012,1,0
federal-mediation-and-conciliation-service,FMCS,Federal Mediation and Conciliation Service,2013,0,0
federal-mediation-and-conciliation-service,FMCS,Federal Mediation and Conciliation Service,2014,0,0
federal-mediation-and-conciliation-service,FMCS,Federal Mediation and Conciliation Service,2015,0,0
federal-mediation-and-conciliation-service,FMCS,Federal Mediation and Conciliation Service,2016,0,0
federal-mediation-and-conciliation-service,FMCS,Federal Mediation and Conciliation Service,2017,0,0
federal-mediation-and-conciliation-service,FMCS,Federal Mediation and Conciliation Service,2018,0,1
federal-mediation-and-conciliation-service,FMCS,Federal Mediation and Conciliation Service,2019,1,0
federal-mediation-and-conciliation-service,FMCS,Federal Mediation and Conciliation Service,2020,1,0
federal-mediation-and-conciliation-service,FMCS,Federal Mediation and Conciliation Service,2021,4,1
federal-mediation-and-conciliation-service,FMCS,Federal Mediation and Conciliation Service,2022,3,1
federal-mediation-and-conciliation-service,FMCS,Federal Mediation and Conciliation Service,2023,2,2
federal-mediation-and-conciliation-service,FMCS,Federal Mediation and Conciliation Service,2024,0,0
federal-mine-safety-and-health-review-commission,MSHFRC,Federal Mine Safety and Health Review Commission,1995,0,0
federal-mine-safety-and-health-review-commission,MSHFRC,Federal Mine Safety and Health Review Commission,1996,1,2
federal-mine-safety-and-health-review-commission,MSHFRC,Federal Mine Safety and Health Review Commission,1997,2,0
federal-mine-safety-and-health-review-commission,MSHFRC,Federal Mine Safety and Health Review Commission,1998,1,1
federal-mine-safety-and-health-review-commission,MSHFRC,Federal Mine Safety and Health Review Commission,1999,1,3
federal-mine-safety-and-health-review-commission,MSHFRC,Federal Mine Safety and Health Review Commission,2000,0,0
federal-mine-safety-and-health-review-commission,MSHFRC,Federal Mine Safety and Health Review Commission,2001,0,1
federal-mine-safety-and-health-review-commission,MSHFRC,Federal Mine Safety and Health Review Commission,2002,1,0
federal-mine-safety-and-health-review-commission,MSHFRC,Federal Mine Safety and Health Review Commission,2003,0,0
federal-mine-safety-and-health-review-commission,MSHFRC,Federal Mine Safety and Health Review Commission,2004,0,1
federal-mine-safety-and-health-review-commission,MSHFRC,Federal Mine Safety and Health Review Commission,2005,0,1
federal-mine-safety-and-health-review-commission,MSHFRC,Federal Mine Safety and Health Review Commission,2006,4,0
federal-mine-safety-and-health-review-commission,MSHFRC,Federal Mine Safety and Health Review Commission,2007,1,2
federal-mine-safety-and-health-review-commission,MSHFRC,Federal Mine Safety and Health Review Commission,2008,0,2
federal-mine-safety-and-health-review-commission,MSHFRC,Federal Mine Safety and Health Review Commission,2009,0,0
federal-mine-safety-and-health-review-commission,MSHFRC,Federal Mine Safety and Health Review Commission,2010,3,1
federal-mine-safety-and-health-review-commission,MSHFRC,Federal Mine Safety and Health Review Commission,2011,0,0
federal-mine-safety-and-health-review-commission,MSHFRC,Federal Mine Safety and Health Review Commission,2012,1,0
federal-mine-safety-and-health-review-commission,MSHFRC,Federal Mine Safety and Health Review Commission,2013,1,0
federal-mine-safety-and-health-review-commission,MSHFRC,Federal Mine Safety and Health Review Commission,2014,1,0
federal-mine-safety-and-health-review-commission,MSHFRC,Federal Mine Safety and Health Review Commission,2015,0,0
federal-mine-safety-and-health-review-commission,MSHFRC,Federal Mine Safety and Health Review Commission,2016,0,0
federal-mine-safety-and-health-review-commission,MSHFRC,Federal Mine Safety and Health Review Commission,2017,0,0
federal-mine-safety-and-health-review-commission,MSHFRC,Federal Mine Safety and Health Review Commission,2018,0,0
federal-mine-safety-and-health-review-commission,MSHFRC,Federal Mine Safety and Health Review Commission,2019,3,0
federal-mine-safety-and-health-review-commission,MSHFRC,Federal Mine Safety and Health Review Commission,2020,0,1
federal-mine-safety-and-health-review-commission,MSHFRC,Federal Mine Safety and Health Review Commission,2021,0,1
federal-mine-safety-and-health-review-commission,MSHFRC,Federal Mine Safety and Health Review Commission,2022,1,0
federal-mine-safety-and-health-review-commission,MSHFRC,Federal Mine Safety and Health Review Commission,2023,0,0
federal-mine-safety-and-health-review-commission,MSHFRC,Federal Mine Safety and Health Review Commission,2024,1,0
federal-pay-advisory-committee,,"Federal Pay, Advisory Committee",1995,0,0
federal-pay-advisory-committee,,"Federal Pay, Advisory Committee",1996,0,0
federal-pay-advisory-committee,,"Federal Pay, Advisory Committee",1997,0,0
federal-pay-advisory-committee,,"Federal Pay, Advisory Committee",1998,0,0
federal-pay-advisory-committee,,"Federal Pay, Advisory Committee",1999,1,0
federal-pay-advisory-committee,,"Federal Pay, Advisory Committee",2000,0,0
federal-pay-advisory-committee,,"Federal Pay, Advisory Committee",2001,0,0
federal-pay-advisory-committee,,"Federal Pay, Advisory Committee",2002,0,0
federal-pay-advisory-committee,,"Federal Pay, Advisory Committee",2003,0,0
federal-pay-advisory-committee,,"Federal Pay, Advisory Committee",2004,0,0
federal-pay-advisory-committee,,"Federal Pay, Advisory Committee",2005,0,0
federal-pay-advisory-committee,,"Federal Pay, Advisory Committee",2006,0,0
federal-pay-advisory-committee,,"Federal Pay, Advisory Committee",2007,0,0
federal-pay-advisory-committee,,"Federal Pay, Advisory Committee",2008,0,0
federal-pay-advisory-committee,,"Federal Pay, Advisory Committee",2009,0,0
federal-pay-advisory-committee,,"Federal Pay, Advisory Committee",2010,0,0
federal-pay-advisory-committee,,"Federal Pay, Advisory Committee",2011,0,0
federal-pay-advisory-committee,,"Federal Pay, Advisory Committee",2012,0,0
federal-pay-advisory-committee,,"Federal Pay, Advisory Committee",2013,0,0
federal-pay-advisory-committee,,"Federal Pay, Advisory Committee",2014,0,0
federal-pay-advisory-committee,,"Federal Pay, Advisory Committee",2015,0,0
federal-pay-advisory-committee,,"Federal Pay, Advisory Committee",2016,0,0
federal-pay-advisory-committee,,"Federal Pay, Advisory Committee",2017,0,0
federal-pay-advisory-committee,,"Federal Pay, Advisory Committee",2018,0,0
federal-pay-advisory-committee,,"Federal Pay, Advisory Committee",2019,0,0
federal-pay-advisory-committee,,"Federal Pay, Advisory Committee",2020,0,0
federal-pay-advisory-committee,,"Federal Pay, Advisory Committee",2021,0,0
federal-pay-advisory-committee,,"Federal Pay, Advisory Committee",2022,0,0
federal-pay-advisory-committee,,"Federal Pay, Advisory Committee",2023,0,0
federal-pay-advisory-committee,,"Federal Pay, Advisory Committee",2024,0,0
federal-permitting-improvement-steering-council,FPISC,Federal Permitting Improvement Steering Council,1995,0,0
federal-permitting-improvement-steering-council,FPISC,Federal Permitting Improvement Steering Council,1996,0,0
federal-permitting-improvement-steering-council,FPISC,Federal Permitting Improvement Steering Council,1997,0,0
federal-permitting-improvement-steering-council,FPISC,Federal Permitting Improvement Steering Council,1998,0,0
federal-permitting-improvement-steering-council,FPISC,Federal Permitting Improvement Steering Council,1999,0,0
federal-permitting-improvement-steering-council,FPISC,Federal Permitting Improvement Steering Council,2000,0,0
federal-permitting-improvement-steering-council,FPISC,Federal Permitting Improvement Steering Council,2001,0,0
federal-permitting-improvement-steering-council,FPISC,Federal Permitting Improvement Steering Council,2002,0,0
federal-permitting-improvement-steering-council,FPISC,Federal Permitting Improvement Steering Council,2003,0,0
federal-permitting-improvement-steering-council,FPISC,Federal Permitting Improvement Steering Council,2004,0,0
federal-permitting-improvement-steering-council,FPISC,Federal Permitting Improvement Steering Council,2005,0,0
federal-permitting-improvement-steering-council,FPISC,Federal Permitting Improvement Steering Council,2006,0,0
federal-permitting-improvement-steering-council,FPISC,Federal Permitting Improvement Steering Council,2007,0,0
federal-permitting-improvement-steering-council,FPISC,Federal Permitting Improvement Steering Council,2008,0,0
federal-permitting-improvement-steering-council,FPISC,Federal Permitting Improvement Steering Council,2009,0,0
federal-permitting-improvement-steering-council,FPISC,Federal Permitting Improvement Steering Council,2010,0,0
federal-permitting-improvement-steering-council,FPISC,Federal Permitting Improvement Steering Council,2011,0,0
federal-permitting-improvement-steering-council,FPISC,Federal Permitting Improvement Steering Council,2012,0,0
federal-permitting-improvement-steering-council,FPISC,Federal Permitting Improvement Steering Council,2013,0,0
federal-permitting-improvement-steering-council,FPISC,Federal Permitting Improvement Steering Council,2014,0,0
